    Ventral Tegmental Decussation    UBERON:0002615
    Medial Pes Lemniscus    UBERON:0002662
    Ventral Tegmental Nucleus    UBERON:0002438
    Medial Longitudinal Fasciculus Of Midbrain    UBERON:0002660
    Mesencephalic Tract Of Trigeminal Nerve    UBERON:0002666
    Interpeduncular Nucleus    UBERON:0002145
    Trochlear Nucleus    UBERON:0002722
    Substantia Nigra    UBERON:0002038
    Substantia Nigra Pars Compacta    UBERON:0001965
    Substantia Nigra Pars Reticulata    UBERON:0001966
    Substantia Nigra Pars Lateralis    UBERON:0002995
    Cerebral Crus    UBERON:0002631
    Midbrain Tectum    UBERON:0002314
    Posterior Commissure    UBERON:0000936
    Corticotectal Tract    UBERON:0002556
    Inferior Colliculus    UBERON:0001946
    Subcommissural Organ    UBERON:0002139
    Parabigeminal Nucleus    UBERON:0002140
    Pretectal Region    UBERON:0001944
    Olivary Pretectal Nucleus    UBERON:0002565
    Nucleus Of Optic Tract    UBERON:0002996
    Principal Pretectal Nucleus    UBERON:0002572
    Sublentiform Nucleus    UBERON:0002578
    Anterior Pretectal Nucleus    UBERON:0034918
    Superior Colliculus    UBERON:0001945
    Pons    UBERON:0000988
    Root Of Abducens Nerve    UBERON:0002786
    Basal Part Of Pons    UBERON:0002567
    Middle Cerebellar Peduncle    UBERON:0002152
    Longitudinal Pontine Fibers    UBERON:0002732
    Transverse Pontine Fibers    UBERON:0002735
    Pontine Nuclear Group    UBERON:0002151
    Vestibulocochlear Nerve Root    UBERON:0002731
    Pontine Tegmentum    UBERON:0003023
    Oral Part Of Spinal Trigeminal Nucleus    UBERON:0002591
    Central Tegmental Tract Of Pons    UBERON:0002783
    Intermediate Acoustic Stria    UBERON:0002952
    Decussation Of Trochlear Nerve    UBERON:0002787
    Vestibulocerebellar Tract    UBERON:0002552
    Abducens Nucleus    UBERON:0002682
    Trapezoid Body    UBERON:0002932
    Medial Parabrachial Nucleus    UBERON:0002918
    Spinothalamic Tract Of Pons    UBERON:0002798
    Motor Root Of Trigeminal Nerve    UBERON:0002796
    Dorsal Trigeminal Tract    UBERON:0002797
    Dorsal Longitudinal Fasciculus Of Pons    UBERON:0002793
    Nucleus Subceruleus    UBERON:0002587
    Lateral Parabrachial Nucleus    UBERON:0003007
    Dorsal Nucleus Of Lateral Lemniscus    UBERON:0003006
    Medial Longitudinal Fasciculus Of Pons    UBERON:0002794
    Tectopontine Tract    UBERON:0002930
    Principal Sensory Nucleus Of Trigeminal Nerve    UBERON:0002597
    Medial Lemniscus Of Pons    UBERON:0002958
    Facial Motor Nucleus    UBERON:0003011
    Dorsal Acoustic Stria    UBERON:0002790
    Ventral Acoustic Stria    UBERON:0003046
    Pontine Reticular Formation    UBERON:0002573
    Uncinate Fasciculus    UBERON:0003044
    Lateral Lemniscus    UBERON:0002953
    Spinal Trigeminal Tract Of Pons    UBERON:0002800
    Superior Salivatory Nucleus    UBERON:0002149
    Pontine Raphe Nucleus    UBERON:0002047
    Superior Medullary Velum    UBERON:0002659
    Locus Ceruleus    UBERON:0002148
    Motor Nucleus Of Trigeminal Nerve    UBERON:0002633
    Superior Olivary Complex    UBERON:0002128
    Ventral Trigeminal Tract    UBERON:0002549
    Ventral Nucleus Of Lateral Lemniscus    UBERON:0002604
    Trigeminal Nerve Root    UBERON:0004673
    Facial Nerve Root    UBERON:0004674
    Medulla Oblongata    UBERON:0001896
    Inferior Olivary Complex    UBERON:0002127
    Medullary Raphe Nuclear Complex    UBERON:0002692
    Accessory Nerve Root    UBERON:0014615
    Nucleus Of Solitary Tract    UBERON:0009050
    Hypoglossal Nerve Root    UBERON:0004675
    Vestibular Nuclear Complex    UBERON:0002673
    Medullary Reticular Formation    UBERON:0002559
    Root Of Vagus Nerve    UBERON:0011213
    White Matter Of Medulla Oblongata    UBERON:0014649
    Cochlear Nuclear Complex    UBERON:0002610
    Glossopharyngeal Nerve Root    UBERON:0019310
    Accessory Xi Nerve Nucleus    UBERON:0020358
    Accessory Cuneate Nucleus    UBERON:0002864
    Accessory Nerve Fiber Bundle    UBERON:0006117
    Anterior Spinocerebellar Tract    UBERON:0002987
    Anteroventral Cochlear Nucleus    UBERON:0002830
    Area Postrema    UBERON:0002162
    Caudal Part Of Spinal Trigeminal Nucleus    UBERON:0002866
    Central Gray Substance Of Medulla    UBERON:0002867
    Central Medullary Reticular Nuclear Complex    UBERON:0035940
    Cochlear Nucleus    UBERON:0001720
    Commissural Nucleus Of Vagus Nerve    UBERON:0002868
    Cuneate Fasciculus Of Medulla    UBERON:0002642
    Cuneate Nucleus    UBERON:0002045
    Cuneocerebellar Tract    UBERON:0002640
    Decussation Of Medial Lemniscus    UBERON:0002643
    Dorsal Cap Of Kooy    UBERON:0014286
    Dorsal Cochlear Nucleus Pyramidal Cell Layer    UBERON:0022320
    Dorsal Cochlear Nucleus    UBERON:0002829
    Dorsal External Arcuate Fiber Bundle    UBERON:0006089
    Dorsal Longitudinal Fasciculus Of Medulla    UBERON:0002646
    Dorsal Motor Nucleus Of Vagus Nerve    UBERON:0002870
    Dorsal Paramedian Reticular Nucleus    UBERON:0016827
    Dorsolateral Fasciculus Of Medulla    UBERON:0002649
    Dorsolateral Subnucleus Of Solitary Tract    UBERON:0026663
    Dorsomedial Subnucleus Of Solitary Tract    UBERON:0026541
    Floor Plate Of Medulla Oblongata    UBERON:0003311
    Glossopharyngeal Lobe    UBERON:2000517
    Glossopharyngeal Nerve Fiber Bundle    UBERON:0006090
    Gracile Fasciculus Of Medulla    UBERON:0002653
    Granular Cell Layer Of Dorsal Cochlear Nucleus    UBERON:0029009
    Hilum Of Inferior Olivary Complex    UBERON:0008333
    Inferior Cerebellar Peduncle    UBERON:0002163
    Inferior Olivary Commissure    UBERON:0015250
    Inferior Olivary Nucleus    UBERON:0007244
    Inferior Olive Beta Nucleus    UBERON:0035019
    Inferior Reticular Formation    UBERON:2000523
    Inferior Salivatory Nucleus    UBERON:0002872
    Intermediate Reticular Formation    UBERON:0009776
    Intermediate Reticular Nucleus    UBERON:0009777
    Internal Arcuate Fiber Bundle    UBERON:0006087
    Interpolar Part Of Spinal Trigeminal Nucleus    UBERON:0002873
    Juxtarestiform Body    UBERON:0002592
    Lateral Corticospinal Tract    UBERON:0002589
    Lateral Medullary Reticular Complex    UBERON:0009775
    Lateral Pericuneate Nucleus    UBERON:0002874
    Lateral Reticular Nucleus    UBERON:0002154
    Medial Accessory Olive    UBERON:0014287
    Medial Column    UBERON:2000542
    Medial Lemniscus Of Medulla    UBERON:0002748
    Medial Longitudinal Fasciculus Of Medulla    UBERON:0002750
    Medial Pericuneate Nucleus    UBERON:0002875
    Medial Subnucleus Of Solitary Tract    UBERON:0023390
    Medulla Oblongata Anterior Median Fissure    UBERON:0003989
    Medulla Oblongata Sulcus Limitans    UBERON:0009576
    Medullary Anterior Horn    UBERON:0023378
    Midline Column    UBERON:2000241
    Molecular Layer Of Dorsal Cochlear Nucleus    UBERON:0022326
    Nucleus Ambiguus    UBERON:0001719
    Nucleus Intercalatus    UBERON:0002876
    Nucleus Lateralis Valvulae    UBERON:2000551
    Nucleus Of Medial Longitudinal Fasciculus Of Medulla    UBERON:2000815
    Nucleus Of Medulla Oblongata    UBERON:0007635
    Nucleus Prepositus    UBERON:0002160
    Nucleus Raphe Magnus    UBERON:0002156
    Nucleus Raphe Obscurus    UBERON:0002684
    Nucleus Raphe Pallidus    UBERON:0002157
    Olivary Body    UBERON:0000128
    Olivocerebellar Tract    UBERON:0002752
    Paramedian Medullary Reticular Complex    UBERON:0016826
    Parasolitary Nucleus    UBERON:0002877
    Paratrigeminal Nucleus    UBERON:0016832
    Parvicellular Subnucleus Of Solitary Tract    UBERON:0026666
    Parvocellular Reticular Nucleus    UBERON:0016633
    Peritrigeminal Nucleus    UBERON:0002879
    Pontobulbar Nucleus    UBERON:0002880
    Posteroventral Cochlear Nucleus    UBERON:0002831
    Pre-Botzinger Complex    UBERON:0006007
    Predorsal Bundle    UBERON:0002754
    Pyramid Of Medulla Oblongata    UBERON:0005159
    Pyramidal Decussation    UBERON:0002755
    Retrotrapezoid Nucleus    UBERON:0009918
    Roof Plate Of Medulla Oblongata    UBERON:0003303
    Rostral Portion Of The Medial Accessory Olive    UBERON:0024043
    Rostral Ventrolateral Medulla    UBERON:0005807
    Rubrospinal Tract    UBERON:0002714
    Sensory Root Of Facial Nerve    UBERON:0001699
    Solitary Tract Nuclear Complex    UBERON:0002126
    Solitary Tract    UBERON:0002718
    Spinal Nucleus Of Trigeminal Nerve    UBERON:0001717
    Spinal Trigeminal Tract Of Medulla    UBERON:0002715
    Spino-Olivary Tract    UBERON:0002719
    Spinothalamic Tract Of Medulla    UBERON:0002944
    Sublingual Nucleus    UBERON:0002881
    Superior Reticular Formation Medial Column    UBERON:2000593
    Superior Reticular Formation    UBERON:0004166
    Supraspinal Nucleus    UBERON:0002882
    Tectobulbar Tract    UBERON:0002164
    Vagal Nerve Fiber Bundle    UBERON:0006116
    Vallecula Of Cerebellum    UBERON:0013166
    Ventral Cochlear Nucleus    UBERON:0002828
    Ventral External Arcuate Fiber Bundle    UBERON:0006097
    Ventrolateral Sulcus Of Medulla Oblongata    UBERON:0008335
    Vestibular Nucleus    UBERON:0007228
    Visceromotor Column    UBERON:2000611
Nieuwenhuys
    Zonal allocation    Primary sensory and Primary Motor Nuclei    higher order centers
    mes    III, nucleus nervi oculomotorii    rubm, nucleus ruber, pars magnocellularis
    EW, nucleus of Edinger–Westphal    sc, superior colliculus
    Vpr, nucleus sensorius principalis nervi trigemini    ic, inferior colliculus
    ist    IV, nucleus nervi trochlearis    is, nucleus isthmi
    r1    ip, nucleus interpeduncularis    pbn, parabrachial nuclei
    Vpr, nucleus sensorius principalis nervi trigemini    null, nucleus lemnisci lateralis
    vesn, vestibular nuclei    nucb, nucleus cerebelli
    r2    Vpr, nucleus sensorius principalis nervi trigemini    null, nucleus lemnisci lateralis
    vesn, vestibular nuclei
    r3    Vm, nucleus motorius nervi trigemini    pon, pontine nuclei
    con, cochlear nuclei    null, nucleus lemnisci lateralis
    Vpr, nucleus sensorius principalis nervi trigemini
    con, cochlear nuclei
    r4    VIIm, nucleus motorius nervi facialis
    r5    VI, nucleus nervi abducentis    olsl, oliva superior
    Vpr, nucleus sensorius principalis nervi trigemini    olsm, oliva superior, medial nucleus
    r6    VI, nucleus nervi abducentis    olsm, oliva superior, medial nucleus
    r7    IX(m), nucleus motorius nervi glossopharyngei
    nufs, nucleus fasciculi solitarii
    nurdV, nucleus of the radix descendens of V
    r8    XII    oli, oliva inferior
    X(m), nucleus motorius nervi vagi
    r9    XII    nufl, nucleus funiculi lateralis
    X(m), nucleus motorius nervi vagi    oli, oliva inferior
    r10    XII    nuce, nucleus cuneatus externus
    X(m), nucleus motorius nervi vagi    nufl, nucleus funiculi lateralis
    nufs, nucleus fasciculi solitarii    oli, oliva inferior
    r11    XII    nuce, nucleus cuneatus externus
    nufs, nucleus fasciculi solitarii    nufl, nucleus funiculi lateralis
    sp1    X(m), nucleus motorius nervi vagi
Atlas Nomenclature
    Allen Mouse Brainstem
        Abducens Nucleus (Mba)    MBA:653
        Accessory Abducens Nucleus (Mba)    MBA:568
        Accessory Facial Motor Nucleus (Mba)    MBA:576
        Accessory Olfactory Bulb (Mba)    MBA:151
        Accessory Olfactory Bulb, Glomerular Layer (Mba)    MBA:188
        Accessory Olfactory Bulb, Granular Layer (Mba)    MBA:196
        Accessory Olfactory Bulb, Mitral Layer (Mba)    MBA:204
        Accessory Supraoptic Group (Mba)    MBA:332
        Accessory Trigeminal Nucleus (Mba)    MBA:549009219
        Agranular Insular Area (Mba)    MBA:95
        Agranular Insular Area, Dorsal Part (Mba)    MBA:104
        Agranular Insular Area, Dorsal Part, Layer 1 (Mba)    MBA:996
        Agranular Insular Area, Dorsal Part, Layer 2/3 (Mba)    MBA:328
        Agranular Insular Area, Dorsal Part, Layer 5 (Mba)    MBA:1101
        Agranular Insular Area, Dorsal Part, Layer 6A (Mba)    MBA:783
        Agranular Insular Area, Dorsal Part, Layer 6B (Mba)    MBA:831
        Agranular Insular Area, Posterior Part (Mba)    MBA:111
        Agranular Insular Area, Posterior Part, Layer 1 (Mba)    MBA:120
        Agranular Insular Area, Posterior Part, Layer 2/3 (Mba)    MBA:163
        Agranular Insular Area, Posterior Part, Layer 5 (Mba)    MBA:344
        Agranular Insular Area, Posterior Part, Layer 6A (Mba)    MBA:314
        Agranular Insular Area, Posterior Part, Layer 6B (Mba)    MBA:355
        Agranular Insular Area, Ventral Part (Mba)    MBA:119
        Agranular Insular Area, Ventral Part, Layer 1 (Mba)    MBA:704
        Agranular Insular Area, Ventral Part, Layer 2/3 (Mba)    MBA:694
        Agranular Insular Area, Ventral Part, Layer 5 (Mba)    MBA:800
        Agranular Insular Area, Ventral Part, Layer 6A (Mba)    MBA:675
        Agranular Insular Area, Ventral Part, Layer 6B (Mba)    MBA:699
        Allen Mouse Brain Atlas Parcellation Label Root,Ilx:Aibs/Uris/Mouse/Labels/
        Ammon'S Horn (Mba)    MBA:375
        Ansiform Lobule (Mba)    MBA:1017
        Anterior Amygdalar Area (Mba)    MBA:23
        Anterior Area (Mba)    MBA:312782546
        Anterior Area, Layer 1 (Mba)    MBA:312782550
        Anterior Area, Layer 2/3 (Mba)    MBA:312782554
        Anterior Area, Layer 4 (Mba)    MBA:312782558
        Anterior Area, Layer 5 (Mba)    MBA:312782562
        Anterior Area, Layer 6A (Mba)    MBA:312782566
        Anterior Area, Layer 6B (Mba)    MBA:312782570
        Anterior Cingulate Area (Mba)    MBA:31
        Anterior Cingulate Area, Dorsal Part (Mba)    MBA:39
        Anterior Cingulate Area, Dorsal Part, Layer 1 (Mba)    MBA:935
        Anterior Cingulate Area, Dorsal Part, Layer 2/3 (Mba)    MBA:211
        Anterior Cingulate Area, Dorsal Part, Layer 5 (Mba)    MBA:1015
        Anterior Cingulate Area, Dorsal Part, Layer 6A (Mba)    MBA:919
        Anterior Cingulate Area, Dorsal Part, Layer 6B (Mba)    MBA:927
        Anterior Cingulate Area, Layer 1 (Mba)    MBA:572
        Anterior Cingulate Area, Layer 2/3 (Mba)    MBA:1053
        Anterior Cingulate Area, Layer 5 (Mba)    MBA:739
        Anterior Cingulate Area, Layer 6A (Mba)    MBA:179
        Anterior Cingulate Area, Layer 6B (Mba)    MBA:227
        Anterior Cingulate Area, Ventral Part (Mba)    MBA:48
        Anterior Cingulate Area, Ventral Part, 6A (Mba)    MBA:810
        Anterior Cingulate Area, Ventral Part, 6B (Mba)    MBA:819
        Anterior Cingulate Area, Ventral Part, Layer 1 (Mba)    MBA:588
        Anterior Cingulate Area, Ventral Part, Layer 2/3 (Mba)    MBA:296
        Anterior Cingulate Area, Ventral Part, Layer 5 (Mba)    MBA:772
        Anterior Group Of The Dorsal Thalamus (Mba)    MBA:239
        Anterior Hypothalamic Area (Mba)    MBA:80
        Anterior Hypothalamic Nucleus (Mba)    MBA:88
        Anterior Hypothalamic Nucleus, Anterior Part (Mba)    MBA:700
        Anterior Hypothalamic Nucleus, Central Part (Mba)    MBA:708
        Anterior Hypothalamic Nucleus, Dorsal Part (Mba)    MBA:716
        Anterior Hypothalamic Nucleus, Posterior Part (Mba)    MBA:724
        Anterior Olfactory Nucleus (Mba)    MBA:159
        Anterior Olfactory Nucleus, Dorsal Part (Mba)    MBA:167
        Anterior Olfactory Nucleus, External Part (Mba)    MBA:175
        Anterior Olfactory Nucleus, Lateral Part (Mba)    MBA:183
        Anterior Olfactory Nucleus, Layer 1 (Mba)    MBA:160
        Anterior Olfactory Nucleus, Layer 2 (Mba)    MBA:168
        Anterior Olfactory Nucleus, Medial Part (Mba)    MBA:191
        Anterior Olfactory Nucleus, Posteroventral Part (Mba)    MBA:199
        Anterior Pretectal Nucleus (Mba)    MBA:215
        Anterior Tegmental Nucleus (Mba)    MBA:231
        Anterodorsal Nucleus (Mba)    MBA:64
        Anterodorsal Preoptic Nucleus (Mba)    MBA:72
        Anterolateral Visual Area (Mba)    MBA:402
        Anterolateral Visual Area, Layer 1 (Mba)    MBA:1074
        Anterolateral Visual Area, Layer 2/3 (Mba)    MBA:905
        Anterolateral Visual Area, Layer 4 (Mba)    MBA:1114
        Anterolateral Visual Area, Layer 5 (Mba)    MBA:233
        Anterolateral Visual Area, Layer 6A (Mba)    MBA:601
        Anterolateral Visual Area, Layer 6B (Mba)    MBA:649
        Anteromedial Nucleus (Mba)    MBA:127
        Anteromedial Nucleus, Dorsal Part (Mba)    MBA:1096
        Anteromedial Nucleus, Ventral Part (Mba)    MBA:1104
        Anteromedial Visual Area (Mba)    MBA:394
        Anteromedial Visual Area, Layer 1 (Mba)    MBA:281
        Anteromedial Visual Area, Layer 2/3 (Mba)    MBA:1066
        Anteromedial Visual Area, Layer 4 (Mba)    MBA:401
        Anteromedial Visual Area, Layer 5 (Mba)    MBA:433
        Anteromedial Visual Area, Layer 6A (Mba)    MBA:1046
        Anteromedial Visual Area, Layer 6B (Mba)    MBA:441
        Anteroventral Nucleus Of Thalamus (Mba)    MBA:255
        Anteroventral Periventricular Nucleus (Mba)    MBA:272
        Anteroventral Preoptic Nucleus (Mba)    MBA:263
        Arcuate Hypothalamic Nucleus (Mba)    MBA:223
        Area Postrema (Mba)    MBA:207
        Area Prostriata (Mba)    MBA:484682508
        Auditory Areas (Mba)    MBA:247
        Barrington'S Nucleus (Mba)    MBA:280
        Basic Cell Groups And Regions (Mba)    MBA:8
        Basolateral Amygdalar Nucleus (Mba)    MBA:295
        Basolateral Amygdalar Nucleus, Anterior Part (Mba)    MBA:303
        Basolateral Amygdalar Nucleus, Posterior Part (Mba)    MBA:311
        Basolateral Amygdalar Nucleus, Ventral Part (Mba)    MBA:451
        Basomedial Amygdalar Nucleus (Mba)    MBA:319
        Basomedial Amygdalar Nucleus, Anterior Part (Mba)    MBA:327
        Basomedial Amygdalar Nucleus, Posterior Part (Mba)    MBA:334
        Bed Nuclei Of The Stria Terminalis (Mba)    MBA:351
        Bed Nuclei Of The Stria Terminalis, Anterior Division (Mba)    MBA:359
        Bed Nuclei Of The Stria Terminalis, Anterior Division, Anterolateral Area (Mba)    MBA:537
        Bed Nuclei Of The Stria Terminalis, Anterior Division, Anteromedial Area (Mba)    MBA:498
        Bed Nuclei Of The Stria Terminalis, Anterior Division, Dorsomedial Nucleus (Mba)    MBA:505
        Bed Nuclei Of The Stria Terminalis, Anterior Division, Fusiform Nucleus (Mba)    MBA:513
        Bed Nuclei Of The Stria Terminalis, Anterior Division, Juxtacapsular Nucleus (Mba)    MBA:546
        Bed Nuclei Of The Stria Terminalis, Anterior Division, Magnocellular Nucleus (Mba)    MBA:521
        Bed Nuclei Of The Stria Terminalis, Anterior Division, Oval Nucleus (Mba)    MBA:554
        Bed Nuclei Of The Stria Terminalis, Anterior Division, Rhomboid Nucleus (Mba)    MBA:562
        Bed Nuclei Of The Stria Terminalis, Anterior Division, Ventral Nucleus (Mba)    MBA:529
        Bed Nuclei Of The Stria Terminalis, Posterior Division (Mba)    MBA:367
        Bed Nuclei Of The Stria Terminalis, Posterior Division, Dorsal Nucleus (Mba)    MBA:569
        Bed Nuclei Of The Stria Terminalis, Posterior Division, Interfascicular Nucleus (Mba)    MBA:585
        Bed Nuclei Of The Stria Terminalis, Posterior Division, Principal Nucleus (Mba)    MBA:578
        Bed Nuclei Of The Stria Terminalis, Posterior Division, Strial Extension (Mba)    MBA:602
        Bed Nuclei Of The Stria Terminalis, Posterior Division, Transverse Nucleus (Mba)    MBA:594
        Bed Nucleus Of The Accessory Olfactory Tract (Mba)    MBA:292
        Bed Nucleus Of The Anterior Commissure (Mba)    MBA:287
        Brain Stem (Mba)    MBA:343
        Caudoputamen (Mba)    MBA:672
        Central Amygdalar Nucleus (Mba)    MBA:536
        Central Amygdalar Nucleus, Capsular Part (Mba)    MBA:544
        Central Amygdalar Nucleus, Lateral Part (Mba)    MBA:551
        Central Amygdalar Nucleus, Medial Part (Mba)    MBA:559
        Central Lateral Nucleus Of The Thalamus (Mba)    MBA:575
        Central Linear Nucleus Raphe (Mba)    MBA:591
        Central Lobule (Mba)    MBA:920
        Central Medial Nucleus Of The Thalamus (Mba)    MBA:599
        Cerebellar Cortex (Mba)    MBA:528
        Cerebellar Cortex, Purkinje Layer (Mba)    MBA:1145
        Cerebellar Cortex, Granular Layer (Mba)    MBA:1143
        Cerebellar Cortex, Molecular Layer (Mba)    MBA:1144
        Cerebellar Nuclei (Mba)    MBA:519
        Cerebellum (Mba)    MBA:512
        Cerebral Cortex (Mba)    MBA:688
        Cerebral Nuclei (Mba)    MBA:623
        Cerebrum (Mba)    MBA:567
        Claustrum (Mba)    MBA:583
        Cochlear Nuclei (Mba)    MBA:607
        Cochlear Nucleus, Subpedunclular Granular Region (Mba)    MBA:560
        Copula Pyramidis (Mba)    MBA:1033
        Copula Pyramidis, Purkinje Layer (Mba)    MBA:10685
        Copula Pyramidis, Granular Layer (Mba)    MBA:10684
        Copula Pyramidis, Molecular Layer (Mba)    MBA:10686
        Cortical Amygdalar Area (Mba)    MBA:631
        Cortical Amygdalar Area, Anterior Part (Mba)    MBA:639
        Cortical Amygdalar Area, Anterior Part, Layer 1 (Mba)    MBA:192
        Cortical Amygdalar Area, Anterior Part, Layer 2 (Mba)    MBA:200
        Cortical Amygdalar Area, Anterior Part, Layer 3 (Mba)    MBA:208
        Cortical Amygdalar Area, Posterior Part (Mba)    MBA:647
        Cortical Amygdalar Area, Posterior Part, Lateral Zone (Mba)    MBA:655
        Cortical Amygdalar Area, Posterior Part, Lateral Zone, Layer 1 (Mba)    MBA:216
        Cortical Amygdalar Area, Posterior Part, Lateral Zone, Layer 2 (Mba)    MBA:224
        Cortical Amygdalar Area, Posterior Part, Lateral Zone, Layer 3 (Mba)    MBA:232
        Cortical Amygdalar Area, Posterior Part, Lateral Zone, Layers 1-2 (Mba)    MBA:584
        Cortical Amygdalar Area, Posterior Part, Lateral Zone, Layers 1-3 (Mba)    MBA:376
        Cortical Amygdalar Area, Posterior Part, Medial Zone (Mba)    MBA:663
        Cortical Amygdalar Area, Posterior Part, Medial Zone, Layer 1 (Mba)    MBA:240
        Cortical Amygdalar Area, Posterior Part, Medial Zone, Layer 2 (Mba)    MBA:248
        Cortical Amygdalar Area, Posterior Part, Medial Zone, Layer 3 (Mba)    MBA:256
        Cortical Amygdalar Area, Posterior Part, Medial Zone, Layers 1-2 (Mba)    MBA:592
        Cortical Amygdalar Area, Posterior Part, Medial Zone, Layers 1-3 (Mba)    MBA:383
        Cortical Plate (Mba)    MBA:695
        Cortical Subplate (Mba)    MBA:703
        Crus 1 (Mba)    MBA:1056
        Crus 1, Purkinje Layer (Mba)    MBA:10676
        Crus 1, Granular Layer (Mba)    MBA:10675
        Crus 1, Molecular Layer (Mba)    MBA:10677
        Crus 2 (Mba)    MBA:1064
        Crus 2, Purkinje Layer (Mba)    MBA:10679
        Crus 2, Granular Layer (Mba)    MBA:10678
        Crus 2, Molecular Layer (Mba)    MBA:10680
        Culmen (Mba)    MBA:928
        Cuneate Nucleus (Mba)    MBA:711
        Cuneiform Nucleus (Mba)    MBA:616
        Declive (Vi) (Mba)    MBA:936
        Declive (Vi), Purkinje Layer (Mba)    MBA:10724
        Declive (Vi), Granular Layer (Mba)    MBA:10723
        Declive (Vi), Molecular Layer (Mba)    MBA:10725
        Dentate Gyrus (Mba)    MBA:726
        Dentate Gyrus Crest (Mba)    MBA:734
        Dentate Gyrus Crest, Granule Cell Layer (Mba)    MBA:758
        Dentate Gyrus Crest, Molecular Layer (Mba)    MBA:742
        Dentate Gyrus Crest, Polymorph Layer (Mba)    MBA:751
        Dentate Gyrus Lateral Blade (Mba)    MBA:766
        Dentate Gyrus Lateral Blade, Granule Cell Layer (Mba)    MBA:790
        Dentate Gyrus Lateral Blade, Molecular Layer (Mba)    MBA:775
        Dentate Gyrus Lateral Blade, Polymorph Layer (Mba)    MBA:782
        Dentate Gyrus Medial Blade (Mba)    MBA:799
        Dentate Gyrus Medial Blade, Granule Cell Layer (Mba)    MBA:823
        Dentate Gyrus Medial Blade, Molecular Layer (Mba)    MBA:807
        Dentate Gyrus Medial Blade, Polymorph Layer (Mba)    MBA:815
        Dentate Gyrus, Granule Cell Layer (Mba)    MBA:632
        Dentate Gyrus, Molecular Layer (Mba)    MBA:10703
        Dentate Gyrus, Polymorph Layer (Mba)    MBA:10704
        Dentate Gyrus, Subgranular Zone (Mba)    MBA:10702
        Dentate Nucleus (Mba)    MBA:846
        Diagonal Band Nucleus (Mba)    MBA:596
        Dopaminergic A13 Group (Mba)    MBA:796
        Dorsal Auditory Area (Mba)    MBA:1011
        Dorsal Auditory Area, Layer 1 (Mba)    MBA:527
        Dorsal Auditory Area, Layer 2/3 (Mba)    MBA:600
        Dorsal Auditory Area, Layer 4 (Mba)    MBA:678
        Dorsal Auditory Area, Layer 5 (Mba)    MBA:252
        Dorsal Auditory Area, Layer 6A (Mba)    MBA:156
        Dorsal Auditory Area, Layer 6B (Mba)    MBA:243
        Dorsal Cochlear Nucleus (Mba)    MBA:96
        Dorsal Column Nuclei (Mba)    MBA:720
        Dorsal Motor Nucleus Of The Vagus Nerve (Mba)    MBA:839
        Dorsal Nucleus Raphe (Mba)    MBA:872
        Dorsal Part Of The Lateral Geniculate Complex (Mba)    MBA:170
        Dorsal Part Of The Lateral Geniculate Complex, Core (Mba)    MBA:496345668
        Dorsal Part Of The Lateral Geniculate Complex, Ipsilateral Zone (Mba)    MBA:496345672
        Dorsal Part Of The Lateral Geniculate Complex, Shell (Mba)    MBA:496345664
        Dorsal Peduncular Area (Mba)    MBA:814
        Dorsal Peduncular Area, Layer 1 (Mba)    MBA:496
        Dorsal Peduncular Area, Layer 2 (Mba)    MBA:535
        Dorsal Peduncular Area, Layer 2/3 (Mba)    MBA:360
        Dorsal Peduncular Area, Layer 5 (Mba)    MBA:646
        Dorsal Peduncular Area, Layer 6A (Mba)    MBA:267
        Dorsal Premammillary Nucleus (Mba)    MBA:980
        Dorsal Tegmental Nucleus (Mba)    MBA:880
        Dorsal Terminal Nucleus Of The Accessory Optic Tract (Mba)    MBA:75
        Dorsomedial Nucleus Of The Hypothalamus (Mba)    MBA:830
        Dorsomedial Nucleus Of The Hypothalamus, Anterior Part (Mba)    MBA:668
        Dorsomedial Nucleus Of The Hypothalamus, Posterior Part (Mba)    MBA:676
        Dorsomedial Nucleus Of The Hypothalamus, Ventral Part (Mba)    MBA:684
        Ectorhinal Area (Mba)    MBA:895
        Ectorhinal Area/Layer 1 (Mba)    MBA:836
        Ectorhinal Area/Layer 2/3 (Mba)    MBA:427
        Ectorhinal Area/Layer 5 (Mba)    MBA:988
        Ectorhinal Area/Layer 6A (Mba)    MBA:977
        Ectorhinal Area/Layer 6B (Mba)    MBA:1045
        Edinger-Westphal Nucleus (Mba)    MBA:975
        Efferent Cochlear Group (Mba)    MBA:887
        Efferent Vestibular Nucleus (Mba)    MBA:640
        Endopiriform Nucleus (Mba)    MBA:942
        Endopiriform Nucleus, Dorsal Part (Mba)    MBA:952
        Endopiriform Nucleus, Ventral Part (Mba)    MBA:966
        Entorhinal Area (Mba)    MBA:909
        Entorhinal Area, Lateral Part (Mba)    MBA:918
        Entorhinal Area, Lateral Part, Layer 1 (Mba)    MBA:1121
        Entorhinal Area, Lateral Part, Layer 2 (Mba)    MBA:20
        Entorhinal Area, Lateral Part, Layer 2/3 (Mba)    MBA:999
        Entorhinal Area, Lateral Part, Layer 2A (Mba)    MBA:715
        Entorhinal Area, Lateral Part, Layer 2B (Mba)    MBA:764
        Entorhinal Area, Lateral Part, Layer 3 (Mba)    MBA:52
        Entorhinal Area, Lateral Part, Layer 4 (Mba)    MBA:92
